Rainfall,Humidity3pm,Pressure9am,RainToday,RainTomorrow
0.0,30.0,1028.5,No,No
1.8,36.0,1005.1,Yes,No
0.0,17.0,1007.3,No,No
0.8,95.0,,No,Yes
0.0,29.0,1017.6,No,No
24.8,75.0,1015.0,Yes,No
0.0,60.0,1018.4,No,No
,77.0,1016.5,,
0.4,65.0,1015.3,No,No
0.2,65.0,,No,No
3.2,66.0,1015.5,Yes,No
0.0,28.0,1012.8,No,No
0.0,56.0,1008.0,No,Yes
0.2,41.0,,No,Yes
2.4,,,Yes,Yes
0.2,,1013.8,No,No
0.0,57.0,1016.4,No,No
3.0,28.0,1016.1,Yes,No
12.0,58.0,1017.7,Yes,No
0.0,20.0,1018.1,No,No
24.6,89.0,1009.8,Yes,Yes
0.0,69.0,1011.1,No,Yes
0.0,77.0,,No,Yes
25.2,97.0,,Yes,Yes
1.8,63.0,1024.4,Yes,No
0.0,76.0,1011.6,No,No
0.0,59.0,1029.6,No,No
5.2,53.0,1011.4,Yes,No
0.0,53.0,1014.6,No,No
0.0,50.0,1017.6,No,No
2.2,21.0,1017.7,Yes,No
3.8,51.0,1022.8,Yes,No
0.0,59.0,1017.3,No,Yes
0.0,,1011.6,No,Yes
0.0,75.0,1012.5,No,Yes
0.0,52.0,1026.9,No,No
0.0,61.0,1021.4,No,No
1.0,73.0,1027.3,No,No
0.0,63.0,1021.1,No,No
0.0,49.0,1015.6,No,No
0.0,64.0,1018.8,No,No
0.2,46.0,1014.5,No,No
0.0,62.0,1003.7,No,No
7.4,94.0,1023.9,Yes,Yes
0.0,79.0,1023.8,No,Yes
0.0,30.0,1019.3,No,No
0.0,53.0,1020.6,No,No
0.0,,,No,No
0.0,42.0,,No,No
6.4,76.0,1005.4,Yes,Yes
11.8,88.0,1016.1,Yes,Yes
0.0,12.0,1011.6,No,No
0.0,3.0,1013.6,No,No
0.0,67.0,1009.0,No,No
0.0,25.0,1024.0,No,No
0.6,83.0,1018.3,No,Yes
0.0,37.0,1013.5,No,No
2.6,77.0,,Yes,Yes
0.8,48.0,1011.9,No,No
0.0,43.0,1020.2,No,Yes
0.0,55.0,1019.1,No,No
0.0,20.0,1014.7,No,No
9.2,73.0,1017.4,Yes,No
0.0,59.0,1018.2,No,No
0.0,54.0,1033.9,No,No
0.0,47.0,1028.9,No,No
0.0,34.0,1031.1,No,No
0.8,65.0,1027.2,No,
0.0,46.0,1010.3,No,No
0.0,45.0,,No,No
0.0,66.0,1018.5,No,Yes
0.0,71.0,1024.1,No,Yes
0.0,58.0,1010.2,No,No
0.0,27.0,1009.1,No,No
0.6,62.0,1021.4,No,No
0.4,44.0,1014.3,No,No
0.8,48.0,1013.3,No,No
0.0,20.0,1023.0,No,No
0.0,36.0,1010.5,No,No
10.2,65.0,1031.3,Yes,Yes
0.0,79.0,1005.9,No,No
0.0,51.0,1015.2,No,No
7.2,91.0,1020.9,Yes,Yes
0.2,67.0,1025.3,No,No
4.6,44.0,1017.6,Yes,No
0.0,55.0,1016.9,No,No
0.5,,1029.1,No,No
1.9,82.0,1031.1,Yes,No
0.2,71.0,1022.8,No,No
0.0,36.0,1020.4,No,Yes
0.0,61.0,1015.7,No,No
0.0,27.0,1016.8,No,No
0.0,22.0,1016.4,No,No
0.0,35.0,1012.3,No,No
0.0,53.0,1024.6,No,No
3.8,42.0,1015.9,Yes,No
0.0,46.0,1019.6,No,No
0.0,39.0,1021.9,No,No
19.4,77.0,1008.3,Yes,No
0.0,86.0,1019.1,No,Yes
0.0,25.0,1015.5,No,No
0.0,27.0,1021.3,No,No
0.0,33.0,1016.6,No,No
3.4,63.0,1016.2,Yes,No
0.0,28.0,1021.7,No,No
0.0,62.0,1029.9,No,No
0.0,39.0,1015.9,No,No
0.2,77.0,1006.0,No,No
0.0,41.0,1028.4,No,No
35.6,65.0,1007.7,Yes,Yes
0.0,26.0,1024.2,No,No
0.0,45.0,1014.4,No,No
1.8,43.0,1020.3,Yes,No
0.0,36.0,1030.3,No,No
0.0,70.0,1007.7,No,No
0.0,38.0,,No,No
0.0,63.0,1014.8,No,No
2.8,96.0,1015.5,Yes,Yes
0.0,56.0,1025.4,No,No
0.0,56.0,1019.8,No,No
0.0,38.0,1029.3,No,No
0.2,65.0,1014.8,No,No
1.6,39.0,1022.7,Yes,No
30.6,62.0,1022.3,Yes,Yes
0.2,19.0,1015.8,No,No
1.8,94.0,1016.8,Yes,Yes
0.0,32.0,1006.6,No,Yes
11.6,77.0,1015.3,Yes,Yes
0.0,9.0,1014.1,No,No
0.2,54.0,1032.8,No,Yes
8.4,77.0,998.8,Yes,Yes
0.0,97.0,1026.6,No,Yes
0.0,52.0,1020.5,No,No
2.2,51.0,1013.3,Yes,No
0.8,55.0,1030.0,No,No
6.8,78.0,1022.3,Yes,No
0.0,96.0,1017.5,No,Yes
0.0,15.0,,No,No
7.0,89.0,1008.4,Yes,Yes
0.0,46.0,1012.0,No,
0.0,67.0,1019.3,No,No
0.0,32.0,1011.5,No,No
0.4,81.0,1005.0,No,Yes
3.8,99.0,1016.4,Yes,Yes
0.0,14.0,1010.6,No,No
12.8,68.0,1011.6,Yes,Yes
0.0,70.0,,No,No
0.4,59.0,1015.0,No,No
0.2,95.0,1006.9,No,Yes
0.0,25.0,1017.1,No,No
0.0,60.0,1022.2,No,No
0.0,65.0,1016.2,No,
1.4,39.0,1014.0,Yes,No
0.4,40.0,1011.7,No,No
0.2,30.0,1036.2,No,No
4.2,67.0,1010.3,Yes,No
0.0,21.0,1014.5,No,Yes
0.0,,,No,No
0.8,53.0,1018.7,No,Yes
0.0,23.0,1016.6,No,No
0.0,62.0,1006.6,No,Yes
3.4,66.0,,Yes,No
0.0,12.0,1007.7,No,No
0.0,57.0,1019.2,No,Yes
0.0,66.0,1018.3,No,Yes
0.4,76.0,,No,Yes
0.0,44.0,1023.1,No,No
1.6,34.0,1012.5,Yes,No
0.0,32.0,1013.9,No,No
0.0,61.0,1029.8,No,No
12.4,53.0,1005.1,Yes,No
0.0,,1023.0,No,No
0.0,11.0,1015.9,No,No
0.0,19.0,1013.2,No,No
0.0,46.0,1021.2,No,No
0.0,60.0,1007.0,No,No
4.4,57.0,1025.2,Yes,No
0.0,14.0,1018.9,No,No
1.2,60.0,1011.6,Yes,No
0.0,24.0,1011.1,No,No
0.0,41.0,1019.6,No,Yes
0.0,37.0,1019.0,No,No
0.0,14.0,1016.0,No,No
0.0,56.0,1017.9,No,No
0.0,38.0,1024.4,No,No
0.0,,1012.5,No,No
0.0,16.0,1025.3,No,No
0.2,50.0,1023.8,No,No
0.0,58.0,1029.8,No,No
17.4,55.0,1021.7,Yes,No
0.0,51.0,1020.1,No,Yes
0.0,37.0,1016.4,No,No
0.0,24.0,1024.1,No,No
0.0,48.0,1030.2,No,No
0.0,14.0,,No,No
0.2,98.0,,No,Yes
0.0,4.0,1014.6,No,No
0.0,28.0,1015.6,No,No
0.0,87.0,1013.8,No,Yes
0.0,13.0,1007.2,No,No
0.2,38.0,1017.0,No,No
0.0,56.0,1015.5,No,No
4.0,91.0,1016.9,Yes,Yes
0.0,47.0,,No,No
0.0,26.0,1019.5,No,No
0.2,41.0,1017.4,No,No
21.8,72.0,1018.9,Yes,Yes
2.4,69.0,1019.3,Yes,No
0.4,55.0,1022.2,No,No
0.0,23.0,1015.9,No,No
0.0,60.0,1003.8,No,No
0.2,37.0,,No,No
0.0,35.0,1012.5,No,No
0.0,34.0,1016.8,No,No
0.4,38.0,1015.5,No,No
0.0,54.0,1021.8,No,No
13.4,63.0,1014.2,Yes,No
0.0,20.0,1017.6,No,No
0.0,46.0,1018.3,No,No
0.0,46.0,1023.3,No,No
0.0,62.0,,No,No
1.0,58.0,1025.5,No,Yes
8.8,55.0,1015.7,Yes,No
0.0,,,No,No
1.6,73.0,1012.2,Yes,Yes
5.2,69.0,1018.9,Yes,Yes
0.0,62.0,1024.9,No,No
9.6,64.0,1010.5,Yes,Yes
0.0,7.0,1015.1,No,No
1.8,82.0,1029.8,Yes,Yes
0.0,54.0,1022.3,No,No
,43.0,1013.1,,Yes
0.0,57.0,1018.0,No,No
0.0,13.0,1007.7,No,No
0.0,94.0,,No,No
0.2,42.0,1013.5,No,No
0.0,41.0,1020.8,No,No
20.6,67.0,1014.2,Yes,Yes
0.0,58.0,1016.5,No,No
10.6,66.0,1001.5,Yes,Yes
0.0,55.0,1017.8,No,No
0.2,42.0,1018.9,No,No
0.6,,,No,No
0.0,37.0,1018.3,No,No
0.0,73.0,1018.2,No,Yes
0.0,40.0,1022.6,No,No
0.2,59.0,1014.4,No,No
0.0,50.0,1023.6,No,No
0.0,44.0,1018.7,No,No
0.4,50.0,1012.1,No,No
7.0,73.0,,Yes,Yes
0.6,20.0,1019.1,No,No
0.8,93.0,1026.5,No,Yes
0.4,81.0,1006.2,No,No
0.6,58.0,1014.9,No,No
3.6,71.0,1008.3,Yes,Yes
0.0,17.0,1009.3,No,No
0.0,50.0,1015.3,No,No
0.0,64.0,1033.1,No,Yes
0.0,20.0,1014.7,No,No
0.0,6.0,1025.7,No,No
0.0,,1026.9,No,No
3.6,67.0,1011.6,Yes,Yes
18.0,,1012.6,Yes,Yes
0.4,71.0,1017.6,No,No
0.4,59.0,,No,No
12.2,55.0,1002.8,Yes,Yes
0.0,44.0,1012.8,No,No
20.4,74.0,1016.4,Yes,Yes
0.0,50.0,1028.5,No,No
0.0,36.0,1010.4,No,No
0.0,71.0,1018.6,No,No
,34.0,1023.8,,
0.0,,1012.8,No,No
0.0,11.0,1024.9,No,No
0.0,64.0,1008.5,No,Yes
14.8,54.0,1009.1,Yes,Yes
0.0,79.0,1021.0,No,No
0.0,39.0,1025.1,No,No
0.6,61.0,1026.8,No,No
10.6,67.0,1015.7,Yes,Yes
0.0,39.0,1013.1,No,No
0.0,40.0,1010.2,No,No
0.0,23.0,1019.0,No,No
8.4,83.0,1008.9,Yes,Yes
0.0,60.0,1031.2,No,No
0.0,59.0,1035.5,No,No
0.0,57.0,1014.1,No,No
0.0,35.0,1017.4,No,No
2.2,57.0,1014.2,Yes,No
0.0,65.0,1015.4,No,No
2.8,42.0,1010.5,Yes,No
0.0,70.0,1018.2,No,No
3.2,58.0,1018.2,Yes,No
15.6,64.0,1018.7,Yes,No
0.0,35.0,1024.0,No,No
0.0,25.0,1022.2,No,No
2.2,72.0,,Yes,No
0.0,53.0,1021.2,No,No
0.0,26.0,,No,No
0.0,49.0,1023.2,No,No
2.6,46.0,1010.1,Yes,No
0.0,85.0,1028.9,No,No
0.0,75.0,1000.9,No,No
0.0,,,No,No
3.2,77.0,1011.0,Yes,No
0.0,49.0,1013.4,No,No
0.0,45.0,1021.9,No,No
0.4,52.0,1025.5,No,No
0.0,52.0,1029.5,No,No
0.2,65.0,1016.6,No,No
0.2,11.0,1016.7,No,No
0.0,32.0,1014.7,No,No
0.0,40.0,1018.2,No,No
0.0,46.0,1021.4,No,No
0.0,42.0,1016.4,No,No
3.4,51.0,1013.1,Yes,Yes
0.0,47.0,1016.7,No,No
1.2,75.0,1027.8,Yes,No
0.0,25.0,1013.7,No,No
0.2,28.0,1012.1,No,No
3.4,84.0,1012.7,Yes,Yes
0.0,40.0,1014.9,No,No
1.2,36.0,1013.0,Yes,No
0.0,58.0,1024.6,No,No
,59.0,1020.2,,
0.0,78.0,1012.4,No,No
0.0,34.0,1030.2,No,No
0.0,58.0,1001.5,No,No
0.0,58.0,1023.8,No,No
9.0,62.0,,Yes,No
0.0,87.0,1017.8,No,Yes
0.0,24.0,1012.7,No,No
0.0,48.0,1016.2,No,No
0.0,69.0,1031.2,No,No
0.2,62.0,1030.2,No,No
0.0,53.0,1022.0,No,No
0.0,32.0,1013.2,No,No
0.8,48.0,1015.4,No,Yes
11.0,77.0,1010.7,Yes,No
0.0,47.0,1016.8,No,Yes
0.0,21.0,1022.4,No,No
0.2,64.0,1007.8,No,No
0.0,42.0,1018.3,No,No
,,,,Yes
0.2,37.0,997.2,No,No
0.0,58.0,1017.5,No,No
21.4,78.0,,Yes,No
0.0,65.0,,No,No
0.0,11.0,1015.7,No,No
0.0,21.0,1014.7,No,No
3.2,42.0,1023.0,Yes,No
0.0,39.0,,No,Yes
0.0,35.0,1021.2,No,No
0.0,67.0,1017.8,No,No
11.2,62.0,1017.7,Yes,No
0.2,67.0,1019.5,No,No
1.0,80.0,1022.5,No,Yes
0.0,42.0,,No,No
0.2,71.0,1022.5,No,No
0.0,48.0,1019.1,No,No
0.0,66.0,1012.6,No,No
9.0,68.0,1016.5,Yes,No
9.2,70.0,1008.0,Yes,Yes
,66.0,1030.9,,
0.0,65.0,1025.1,No,No
0.0,60.0,1025.0,No,No
1.0,64.0,1015.9,No,No
0.0,61.0,1027.8,No,No
0.0,54.0,1022.2,No,No
0.0,24.0,1018.1,No,No
0.0,46.0,1026.2,No,No
,63.0,1017.4,,
0.0,93.0,1028.2,No,Yes
0.8,36.0,1010.0,No,No
11.0,77.0,1016.5,Yes,No
0.0,27.0,1014.6,No,No
0.0,29.0,1017.5,No,No
0.4,93.0,1009.2,No,Yes
3.6,51.0,,Yes,No
0.0,17.0,1020.3,No,No
0.0,47.0,1000.4,No,Yes
0.0,49.0,1024.4,No,Yes
0.0,36.0,1010.1,No,No
0.2,49.0,1026.9,No,No
0.0,67.0,1024.5,No,No
0.0,37.0,1011.0,No,No
10.2,59.0,1029.3,Yes,No
0.0,23.0,1029.3,No,No
0.0,27.0,1023.3,No,No
0.4,55.0,1024.6,No,No
0.4,49.0,1010.3,No,No
0.4,82.0,1009.9,No,Yes
0.0,52.0,1024.5,No,No
0.0,20.0,1029.4,No,No
0.0,70.0,1003.9,No,No
5.8,46.0,1010.0,Yes,No
2.6,51.0,1007.1,Yes,Yes
0.0,12.0,1007.3,No,Yes
0.0,66.0,1007.5,No,No
0.4,49.0,1012.0,No,No
0.0,60.0,1023.8,No,No
0.0,27.0,1016.7,No,No
,,,,
0.0,72.0,1018.4,No,No
0.0,79.0,1013.0,No,Yes
0.0,56.0,1009.3,No,No
0.0,64.0,1004.7,No,Yes
0.2,52.0,1015.0,No,No
118.6,77.0,1017.4,Yes,No
,,,,
0.0,72.0,1010.2,No,Yes
0.0,27.0,1021.4,No,No
0.0,57.0,1018.7,No,No
34.6,54.0,1013.0,Yes,No
8.0,38.0,1007.6,Yes,No
0.6,73.0,1031.5,No,No
18.0,91.0,,Yes,Yes
0.0,54.0,,No,No
0.0,42.0,1024.9,No,No
0.0,10.0,1007.8,No,No
0.0,37.0,1025.3,No,No
2.6,71.0,,Yes,Yes
0.0,48.0,1017.0,No,No
4.4,53.0,1011.8,Yes,No
0.0,70.0,1022.9,No,Yes
0.2,45.0,1011.6,No,Yes
0.0,60.0,1022.5,No,No
0.0,22.0,1016.4,No,No
2.8,62.0,1006.5,Yes,No
0.0,49.0,1008.5,No,No
0.0,50.0,1026.2,No,No
0.0,42.0,1020.2,No,No
1.0,58.0,1017.7,No,No
,,,,
0.0,9.0,1010.3,No,No
0.2,52.0,1034.2,No,No
0.0,35.0,1021.0,No,No
7.2,91.0,1019.7,Yes,No
0.0,35.0,1028.8,No,No
0.0,58.0,1025.0,No,No
0.0,59.0,,No,Yes
0.6,82.0,1016.9,No,Yes
0.0,10.0,1014.8,No,No
0.2,58.0,1018.9,No,No
1.4,63.0,1015.4,Yes,No
1.6,28.0,1010.5,Yes,No
0.0,63.0,,No,No
0.0,63.0,1016.4,No,No
0.0,75.0,,No,Yes
0.0,61.0,1024.1,No,Yes
8.4,40.0,1013.4,Yes,Yes
0.4,95.0,1025.0,No,No
0.0,67.0,,No,No
0.2,52.0,1020.4,No,No
,46.0,1011.4,,Yes
0.0,19.0,1009.6,No,No
0.0,60.0,1019.7,No,No
0.0,46.0,1017.6,No,No
0.0,34.0,1024.2,No,No
0.2,66.0,1022.5,No,No
0.0,63.0,1010.6,No,Yes
0.2,51.0,1024.6,No,No
8.8,58.0,1019.1,Yes,No
0.0,47.0,1016.9,No,No
0.0,54.0,1016.1,No,No
27.8,55.0,1010.0,Yes,No
4.4,96.0,1013.6,Yes,Yes
0.0,48.0,1031.2,No,No
0.0,16.0,1030.4,No,No
0.2,87.0,1018.8,No,Yes
0.0,42.0,1021.6,No,No
0.0,70.0,1006.4,No,No
0.0,37.0,1028.4,No,No
2.8,53.0,1008.9,Yes,Yes
0.2,59.0,1013.8,No,Yes
0.0,56.0,1017.4,No,Yes
0.0,15.0,1020.9,No,No
0.6,60.0,1016.1,No,No
1.0,45.0,1023.1,No,No
1.6,60.0,1012.1,Yes,No
0.0,,1020.9,No,No
0.0,31.0,1017.1,No,No
0.0,22.0,1015.9,No,No
0.0,42.0,1026.9,No,No
20.2,58.0,1017.5,Yes,Yes
0.0,59.0,1020.7,No,No
0.6,42.0,1026.0,No,No
0.0,22.0,1022.9,No,No
0.0,52.0,1017.3,No,No
0.2,91.0,1008.3,No,Yes
0.0,29.0,1021.6,No,No
0.2,44.0,1006.1,No,No
3.4,69.0,1016.4,Yes,Yes
0.0,32.0,1020.4,No,Yes
0.0,54.0,1024.5,No,No
0.0,11.0,1020.3,No,No
0.0,35.0,1014.9,No,No
3.8,76.0,1015.7,Yes,No
0.0,41.0,1035.7,No,No
14.6,63.0,1017.3,Yes,No
0.0,49.0,1015.1,No,No
0.6,42.0,1012.2,No,No
27.4,98.0,,Yes,Yes
11.2,51.0,1010.2,Yes,No
,34.0,1021.7,,No
0.0,68.0,1017.8,No,No
0.6,71.0,1029.5,No,No
0.0,22.0,1019.0,No,No
0.0,26.0,1025.1,No,No
4.8,62.0,1013.9,Yes,Yes
0.2,58.0,1025.7,No,No
0.0,27.0,1018.8,No,No
0.0,63.0,1012.6,No,No
4.4,,1009.4,Yes,Yes
1.2,56.0,1015.6,Yes,Yes
23.4,65.0,1013.6,Yes,Yes
0.0,62.0,1029.8,No,No
0.0,8.0,1008.6,No,No
10.8,71.0,1011.0,Yes,Yes
0.0,61.0,1018.0,No,No
0.0,19.0,1022.1,No,No
0.0,25.0,1018.1,No,No
0.0,43.0,1023.0,No,No
0.6,54.0,1028.8,No,No
0.2,65.0,1033.9,No,No
7.2,93.0,1007.9,Yes,Yes
0.0,30.0,1012.2,No,No
17.0,61.0,1008.5,Yes,Yes
0.2,41.0,1016.8,No,No
0.6,63.0,1007.8,No,No
1.6,47.0,1016.0,Yes,No
0.6,62.0,1018.4,No,No
9.8,80.0,1002.3,Yes,No
0.4,45.0,,No,No
12.2,100.0,1017.9,Yes,Yes
0.0,58.0,1018.4,No,No
35.0,44.0,1013.9,Yes,No
1.6,63.0,1016.4,Yes,Yes
0.4,64.0,1024.9,No,No
0.0,38.0,1011.8,No,No
0.0,37.0,1027.1,No,No
0.2,74.0,1028.9,No,Yes
0.0,13.0,1021.4,No,No
0.0,49.0,1021.8,No,No
1.6,65.0,1015.8,Yes,No
0.0,18.0,1022.5,No,No
0.6,85.0,1013.8,No,Yes
24.2,41.0,1015.7,Yes,No
1.8,52.0,1010.3,Yes,No
8.8,42.0,1013.7,Yes,No
0.0,49.0,1027.6,No,No
3.0,74.0,1017.5,Yes,No
1.8,29.0,,Yes,No
0.0,53.0,1022.6,No,No
0.0,57.0,1014.0,No,No
30.4,96.0,1013.5,Yes,Yes
,65.0,1014.0,,
0.0,37.0,1029.4,No,No
13.8,72.0,1010.4,Yes,Yes
0.1,61.0,1020.0,No,No
0.0,42.0,1019.3,No,No
1.0,66.0,1009.0,No,Yes
0.0,76.0,1020.7,No,No
0.0,32.0,1029.7,No,No
0.0,20.0,1011.5,No,No
0.2,44.0,1018.5,No,No
0.0,37.0,1016.4,No,No
0.0,46.0,1024.9,No,No
0.0,31.0,1014.6,No,No
,39.0,1022.4,,No
5.4,59.0,1003.9,Yes,No
0.0,18.0,1015.8,No,No
0.0,36.0,1022.8,No,No
0.0,15.0,1016.2,No,No
20.6,92.0,,Yes,Yes
0.0,49.0,1027.5,No,No
0.0,,1010.6,No,No
0.4,53.0,1030.3,No,No
0.0,40.0,1030.3,No,No
0.0,37.0,1028.1,No,No
0.0,33.0,1021.5,No,No
0.0,43.0,1023.5,No,No
0.0,36.0,1014.4,No,No
0.0,13.0,1019.2,No,No
0.0,39.0,1015.7,No,No
0.0,49.0,1018.6,No,No
0.0,5.0,1012.4,No,No
0.0,60.0,1017.8,No,No
0.2,66.0,1016.3,No,No
14.8,,1024.7,Yes,Yes
0.0,29.0,1021.7,No,No
0.6,70.0,1012.4,No,Yes
1.0,50.0,1025.0,No,No
0.0,93.0,1017.8,No,Yes
0.0,41.0,1019.0,No,No
0.0,50.0,1018.5,No,No
1.4,63.0,1018.7,Yes,No
8.2,36.0,1005.4,Yes,Yes
0.0,51.0,1017.9,No,No
0.0,66.0,1029.0,No,Yes
0.0,41.0,1018.1,No,No
0.0,60.0,1026.3,No,No
,58.0,1029.4,,No
0.0,38.0,1019.2,No,No
8.2,94.0,1005.9,Yes,Yes
0.2,58.0,1014.2,No,Yes
0.0,65.0,1017.4,No,No
0.0,54.0,1009.0,No,No
0.0,21.0,1014.7,No,No
0.0,11.0,,No,No
0.0,64.0,1012.7,No,No
2.0,51.0,1015.5,Yes,No
0.0,63.0,1023.3,No,No
0.0,47.0,1017.9,No,No
0.8,86.0,1012.7,No,Yes
1.0,23.0,1011.9,No,No
1.0,95.0,1027.1,No,Yes
2.0,38.0,1006.8,Yes,No
7.8,40.0,1009.6,Yes,No
0.0,,,No,No
0.0,28.0,1018.7,No,No
0.2,49.0,1008.9,No,No
0.0,,,No,No
2.8,36.0,,Yes,No
0.0,64.0,,No,No
0.0,21.0,1012.4,No,No
0.8,70.0,1029.6,No,No
0.0,52.0,1020.7,No,No
0.2,40.0,1022.5,No,No
0.0,61.0,1023.4,No,No
8.4,58.0,1010.9,Yes,No
0.0,74.0,1005.6,No,No
0.0,60.0,1014.3,No,Yes
0.0,32.0,1023.9,No,No
0.4,65.0,1017.7,No,Yes
0.0,74.0,1013.4,No,Yes
0.0,50.0,1015.7,No,No
0.0,40.0,1018.2,No,No
109.4,60.0,1018.5,Yes,Yes
0.0,66.0,1012.8,No,Yes
0.0,41.0,,No,No
0.0,33.0,1021.3,No,No
0.0,50.0,1017.1,No,No
2.2,54.0,1014.6,Yes,Yes
0.0,28.0,1011.2,No,No
0.0,63.0,1020.6,No,No
0.6,58.0,1013.5,No,No
0.0,45.0,1035.4,No,No
11.6,71.0,,Yes,No
0.2,69.0,1021.3,No,No
3.2,85.0,1005.2,Yes,Yes
0.0,37.0,1012.5,No,Yes
0.0,71.0,1013.2,No,No
0.0,58.0,1013.8,No,No
3.4,80.0,1022.9,Yes,Yes
0.0,17.0,1017.7,No,No
0.0,37.0,1029.5,No,No
0.0,47.0,1020.0,No,No
0.0,23.0,1027.5,No,No
0.0,58.0,1012.9,No,No
21.4,44.0,1010.5,Yes,No
0.0,33.0,1029.8,No,No
0.0,76.0,1018.6,No,No
0.0,55.0,1020.0,No,No
0.0,59.0,,No,No
0.0,,1015.7,No,No
0.0,47.0,1017.6,No,Yes
0.0,11.0,1019.8,No,No
0.0,17.0,1011.8,No,No
2.2,93.0,1027.6,Yes,No
0.0,65.0,1014.9,No,No
3.4,93.0,1010.4,Yes,Yes
0.0,37.0,,No,No
0.0,36.0,1017.5,No,No
0.0,25.0,1024.4,No,No
0.0,42.0,,No,No
0.0,13.0,1020.3,No,No
0.0,46.0,,No,Yes
1.5,65.0,,Yes,Yes
0.0,12.0,1013.2,No,No
0.0,64.0,,No,No
0.0,22.0,1011.9,No,No
2.4,51.0,1012.9,Yes,No
0.2,45.0,1021.2,No,No
0.0,12.0,1014.8,No,No
11.8,59.0,1011.3,Yes,Yes
1.8,100.0,,Yes,Yes
2.2,62.0,1016.3,Yes,No
15.0,61.0,1009.9,Yes,No
86.8,76.0,1013.7,Yes,Yes
2.2,84.0,1014.4,Yes,Yes
0.0,36.0,1011.5,No,No
0.0,87.0,1017.6,No,Yes
1.2,73.0,1021.0,Yes,Yes
0.0,60.0,1010.3,No,Yes
2.4,57.0,1016.1,Yes,Yes
0.2,65.0,,No,Yes
0.0,19.0,1014.2,No,No
0.0,82.0,1016.9,No,No
0.0,19.0,1019.0,No,No
0.0,55.0,1017.8,No,
10.8,81.0,1016.9,Yes,Yes
0.0,13.0,1028.5,No,No
0.0,,,No,
0.0,51.0,,No,Yes
6.8,58.0,,Yes,No
0.4,66.0,1023.3,No,No
0.8,55.0,1019.4,No,Yes
0.2,64.0,1023.4,No,No
,,,,
0.0,33.0,,No,No
0.0,64.0,1014.4,No,No
0.0,87.0,1008.0,No,Yes
0.6,66.0,1021.4,No,No
0.0,17.0,1012.3,No,No
0.0,36.0,1013.8,No,Yes
0.0,47.0,1017.9,No,No
5.8,30.0,,Yes,No
0.0,63.0,1011.3,No,Yes
0.0,19.0,1012.7,No,No
0.0,53.0,1016.4,No,No
0.0,57.0,1019.5,No,Yes
0.0,17.0,1009.0,No,No
0.0,40.0,1014.5,No,No
0.0,81.0,,No,No
0.0,25.0,1024.1,No,No
0.0,19.0,1011.5,No,No
0.0,54.0,1022.4,No,No
0.0,61.0,,No,No
0.0,58.0,1015.9,No,No
0.0,31.0,1007.5,No,Yes
0.0,16.0,1011.7,No,No
0.0,54.0,1016.7,No,No
,,,,
0.0,21.0,1008.9,No,No
0.0,24.0,1020.7,No,No
0.0,37.0,1023.5,No,No
1.6,,1031.1,Yes,Yes
0.0,47.0,1024.8,No,No
0.0,64.0,1022.9,No,No
0.0,57.0,1016.9,No,No
1.2,94.0,1019.6,Yes,Yes
0.0,47.0,1019.1,No,No
0.0,35.0,,No,No
0.0,81.0,1014.9,No,Yes
1.0,38.0,1010.6,No,No
19.0,70.0,1010.1,Yes,Yes
0.0,20.0,1021.3,No,No
0.0,33.0,1021.7,No,No
0.0,61.0,1016.8,No,No
0.0,33.0,1008.7,No,No
16.6,76.0,1019.1,Yes,No
0.0,52.0,1035.7,No,No
0.0,43.0,,No,No
0.0,47.0,1021.9,No,No
0.0,28.0,1018.3,No,Yes
1.2,82.0,1020.6,Yes,Yes
0.0,29.0,,No,No
0.0,19.0,1017.1,No,No
0.0,56.0,,No,No
0.0,25.0,1024.5,No,No
0.0,58.0,1020.2,No,No
,47.0,1026.5,,
0.0,74.0,1019.9,No,Yes
0.0,27.0,1017.1,No,No
0.0,67.0,,No,No
0.0,40.0,1020.0,No,No
0.0,41.0,1013.9,No,No
0.0,45.0,1018.0,No,No
0.0,12.0,1022.7,No,No
0.0,96.0,1010.8,No,
5.2,34.0,,Yes,No
14.4,98.0,,Yes,Yes
0.0,100.0,1012.5,No,Yes
0.0,57.0,1019.3,No,Yes
0.8,54.0,1010.6,No,No
0.0,27.0,1025.9,No,No
4.2,74.0,1016.5,Yes,No
0.0,40.0,1010.3,No,No
0.0,45.0,1019.7,No,No
0.0,27.0,1012.9,No,No
0.2,77.0,,No,No
0.0,56.0,,No,No
0.0,26.0,1010.8,No,No
1.4,30.0,1016.8,Yes,No
0.0,37.0,1026.3,No,No
0.0,15.0,1017.5,No,No
0.0,63.0,1025.3,No,No
0.0,78.0,1033.2,No,No
4.6,59.0,1013.7,Yes,No
0.0,55.0,1025.0,No,No
2.8,84.0,1017.3,Yes,Yes
0.0,9.0,1021.1,No,No
0.2,49.0,1021.3,No,No
0.0,30.0,1017.2,No,No
0.0,24.0,1025.7,No,No
0.0,49.0,1011.0,No,No
0.0,44.0,1014.7,No,No
1.6,52.0,1023.1,Yes,No
0.0,60.0,1028.4,No,No
0.0,40.0,1006.4,No,No
0.0,29.0,1003.3,No,No
0.0,46.0,1016.4,No,No
0.0,53.0,1016.3,No,Yes
0.0,32.0,1007.8,No,No
15.2,73.0,1008.8,Yes,Yes
0.6,47.0,1018.0,No,Yes
0.0,24.0,1027.9,No,No
